id_setor_censitario,pessoas_5anos_mais_alfab
350850405000108,646
350850405000109,373
350850405000110,993
350850405000111,715
350850405000112,585
350850405000113,860
350850405000114,486
350850405000115,345
350850405000116,615
350850405000117,671
350850405000118,306
350850405000119,824
350850405000120,673
350850405000121,674
350850405000122,164
350850405000123,403
350850405000124,585
350850405000125,161
350850405000126,262
350850405000127,434
350850405000128,706
350850405000129,152
350850405000130,924
350850405000131,156
350850405000132,534
350850405000133,1228
350850405000134,417
350850405000135,680
350850405000136,314
350850405000137,489
350850405000138,292
350850405000139,728
350850405000140,209
350860305000001,355
350860305000002,278
350860305000003,350
350860305000004,457
350860305000005,356
350860305000006,444
350860305000007,517
350860305000008,729
350860305000009,505
350860305000010,453
350860305000011,597
350860305000012,488
350860305000013,622
350860305000014,487
350860305000015,793
350860305000016,874
350860305000017,769
350860305000018,669
350860305000019,662
350860305000020,522
350860305000021,708
350860305000022,321
350860305000023,384
350860305000024,648
350860305000025,822
350860305000026,494
350860305000027,526
350860305000028,749
350860305000029,1024
350860305000030,629
350860305000031,801
350860305000032,258
350860305000033,347
350860305000034,326
350860305000035,613
350860305000036,617
350860305000037,785
350860305000038,817
350860305000039,279
350860305000040,191
350860305000041,169
350860305000042,238
350860305000043,359
350860305000044,522
350860305000045,518
350860305000046,435
350860305000047,471
350860305000048,759
350860305000049,515
350860305000050,138
350860305000051,42
350860305000052,285
350870205000001,428
350870205000002,437
350870205000003,523
350870205000004,715
350870205000005,958
350870205000006,803
350870205000007,601
350870205000008,799
350870205000009,487
350870205000010,924
350870205000011,603
350870205000012,763
350870205000013,382
350870205000014,436
350870205000015,272
350870205000016,344
350870205000017,358
350870205000018,123
350870205000019,448
350870205000020,536
350870205000021,498
350870205000022,296
350870205000023,475
350870205000024,209
350870205000025,222
350870205000026,353
350870205000027,174
350870205000028,783
350870205000029,399
350870210000001,862
350870210000002,26
350870210000004,5
350870210000005,4
350870210000008,295
350870210000009,339
350880105000001,563
350880105000002,377
350880105000003,543
350880105000004,640
350880105000005,616
350880105000006,543
350880105000007,665
350880105000008,941
350880105000009,810
350880105000010,730
350880105000011,841
350880105000012,877
350880105000013,1001
350880105000014,1210
350880105000015,598
350880105000016,204
350880105000017,142
350880105000018,136
350880105000019,123
350880105000020,489
350880105000021,101
350880105000022,158
350880105000023,91
350880105000024,8
350880105000025,78
350880110000001,648
350880110000002,156
350880115000001,20
350880115000002,69
350880120000001,742
350880120000002,167
350880120000003,139
350890005000001,530
350890005000002,1133
350890005000003,314
350890005000004,407
350890005000005,71
350890005000006,57
350890010000001,154
350890010000002,47
350890015000001,582
350890015000002,50
350900705000001,435
350900705000002,577
350900705000003,636
350900705000004,491
350900705000005,611
350900705000006,754
350900705000007,425
350900705000008,613
350900705000009,396
350900705000010,841
350900705000011,1001
350900705000012,865
350900705000013,781
350900705000014,727
350900705000015,1101
350900705000017,414
350900705000018,674
350900705000019,33
350900705000020,710
350900705000021,654
350900705000022,774
350900705000023,685
350900705000024,673
350900705000025,1177
350900705000026,1142
350900705000027,1317
350900705000028,596
350900705000029,168
350900705000030,852
350900705000031,1068
350900705000032,664
350900705000033,636
350900705000034,706
350900705000035,642
350900705000036,1134
350900705000037,530
350900705000038,510
350900705000039,769
350900705000040,798
350900705000041,550
350900705000042,969
350900705000043,842
350900705000044,588
350900705000045,619
350900705000046,721
350900705000047,830
350900705000048,659
350900705000049,1109
350900705000050,1205
350900705000051,721
350900705000052,1248
350900705000053,960
350900705000054,937
350900705000055,668
350900705000056,1432
350900705000057,753
350900705000058,1390
350900705000059,720
350900705000060,633
350900705000061,139
350900705000062,566
350900705000063,500
350900705000064,681
350900705000065,1367
350900705000066,522
350900705000067,780
350900705000069,489
350900705000070,643
350900705000071,611
350900705000072,288
350900705000073,742
350900705000074,370
350900705000075,623
350900705000076,468
350900705000077,591
350900705000078,576
350900705000081,5
350900705000082,143
350900705000083,387
350900705000084,4
350900705000086,2
350900705000088,381
350900705000089,472
350900705000091,651
350900705000092,550
350900705000093,533
350900705000094,787
350900705000095,778
350900705000096,313
350900705000097,572
350900705000099,135
350900705000100,154
350900705000101,429
350900705000102,865
350900705000103,619
350900705000104,476
350900705000105,1074
350900705000106,809
350900705000107,725
350900705000108,767
350900705000110,387
350900705000111,979
350900705000112,789
350900705000113,238
350900705000114,404
350900705000115,335
350900705000116,315
350900705000117,474
350900705000118,509
350900705000119,34
350900705000122,123
350900705000123,294
350900705000124,204
350900705000125,256
350900705000126,81
350900705000127,55
350900705000128,500
350900705000129,153
350900705000130,711
350900705000131,0
350900705000132,633
350900705000133,32
350900705000134,404
350900705000135,581
350900705000136,174
350900705000137,565
350910605000001,422
350910605000002,480
350910605000003,578
350910605000004,162
350910605000005,170
350910605000006,584
350910605000007,166
350910605000008,397
350910605000009,499
350910605000010,568
350910605000011,95
350910605000012,94
350920505000001,766
350920505000002,512
350920505000003,783
350920505000004,418
350920505000005,891
350920505000006,989
350920505000007,712
350920505000008,16
350920505000009,512
350920505000010,320
350920505000011,103
350920505000012,64
350920505000013,158
350920505000014,681
350920505000015,319
350920505000016,220
350920505000017,686
350920505000018,548
350920505000019,299
350920505000020,339
350920505000021,212
350920505000022,120
350920510000001,359
350920510000002,674
350920510000003,1380
350920510000004,886
350920510000005,1071
350920510000006,567
350920510000007,1118
350920510000008,1452
350920510000009,515
350920510000010,725
350920510000011,679
350920510000012,883
350920510000013,457
350920510000014,393
350920510000015,610
350920510000016,509
350920510000017,397
350920510000018,501
350920510000019,723
350920510000020,702
350920510000021,665
350920510000022,683
350920510000023,623
350920510000024,619
350920510000025,875
350920510000026,616
350920510000027,423
350920510000028,691
350920510000029,317
350920510000030,968
350920510000032,241
350920510000033,7
350920510000034,891
350920515000001,684
350920515000002,808
350920515000003,1016
350920515000004,1060
350920515000005,1134
350920515000006,1620
350920515000007,832
350920515000008,958
350920515000009,656
350920515000010,745
350920515000011,655
350920515000012,1187
350920515000013,385
350920515000014,546
350920515000015,907
350920515000016,357
350920515000017,644
350920515000018,875
350920515000019,471
350920515000020,663
350920515000021,890
350920515000022,376
350920515000023,783
350920515000024,863
350920515000025,758
350920515000026,374
350920515000027,507
350920515000028,1130
350920515000029,323
350920515000030,115
350920515000031,354
350920515000032,356
350920515000033,464
350925405000001,625
350925405000002,832
350925405000003,1032
350925405000004,613
350925405000005,882
350925405000006,1019
350925405000007,1102
350925405000008,630
350925405000009,425
350925405000010,794
350925405000011,1087
350925405000012,906
350925405000013,568
350925405000014,979
350925405000015,820
350925405000016,677
350925405000017,783
350925405000018,1105
350925405000019,1375
350925405000020,358
350925405000021,177
350925405000022,226
350925405000023,337
350925405000024,474
350925405000025,577
350925405000026,590
350925405000027,318
350925405000028,208
350925405000029,499
350925405000030,485
350925405000031,88
350925405000033,303
350925405000034,222
350925405000035,394
350925405000036,311
350925405000037,169
350925405000038,669
350925405000039,620
350930405000001,694
350930405000002,429
350930405000003,599
350930405000004,394
350930405000005,388
350930405000006,590
350930405000007,640
350930405000008,717
350930405000009,860
350930405000010,505
350930405000011,1150
350930405000012,5
350930405000013,190
350930405000014,83
350930405000015,157
350930405000016,9
350930415000001,968
350930415000002,131
350940305000001,714
350940305000002,756
350940305000003,914
350940305000004,364
350940305000005,434
350940305000006,646
350940305000007,745
350940305000008,373
350940305000009,888
350940305000010,814
350940305000011,1075
350940305000012,530
350940305000013,660
350940305000014,778
350940305000015,1182
350940305000016,433
350940305000017,772
350940305000018,503
350940305000019,555
350940305000020,895
350940305000021,1212
350940305000022,574
350940305000023,507
350940305000024,128
350940305000025,250
350940305000026,273
350940305000027,138
350940305000029,487
350940305000030,448
350940305000031,50
350940305000032,177
350940305000033,726
350940305000034,963
350940305000035,181
350940305000036,222
350945205000001,834
350945205000002,639
350945205000003,391
350945205000004,759
350945205000005,400
350945205000006,400
350945205000007,283
350945205000008,513
350945205000009,143
350945215000001,258
350945215000002,73
350950205000001,357
350950205000002,587
350950205000003,414
350950205000004,632
350950205000005,371
350950205000006,334
350950205000007,405
350950205000008,442
350950205000009,644
350950205000010,296
350950205000011,441
350950205000012,420
350950205000013,357
350950205000014,621
350950205000015,466
350950205000016,544
350950205000017,472
350950205000018,380
350950205000019,247
350950205000020,357
350950205000021,402
350950205000022,438
350950205000023,414
350950205000024,241
350950205000025,340
350950205000026,498
350950205000027,367
350950205000028,428
350950205000029,479
350950205000030,255
350950205000031,665
350950205000032,481
350950205000033,449
350950205000034,243
350950205000035,412
350950205000036,419
350950205000037,417
350950205000038,534
350950205000039,403
350950205000040,353
350950205000041,704
350950205000042,560
350950205000043,326
350950205000044,836
350950205000045,553
350950205000046,785
350950205000047,537
350950205000048,225
350950205000049,236
350950205000050,334
350950205000051,418
350950205000052,292
350950205000053,453
350950205000054,335
350950205000055,214
350950205000056,407
350950205000057,535
350950205000058,291
350950205000059,354
350950205000060,216
350950205000061,536
350950205000062,556
350950205000063,497
350950205000064,344
350950205000065,279
350950205000066,575
350950205000067,275
350950205000068,402
350950205000069,178
350950205000070,565
350950205000071,323
350950205000072,666
350950205000073,579
350950205000074,425
350950205000075,413
350950205000076,369
350950205000077,770
350950205000078,819
350950205000079,593
350950205000080,555
350950205000081,597
350950205000082,516
350950205000083,598
350950205000084,353
350950205000085,339
350950205000086,297
350950205000087,502
350950205000088,255
350950205000089,394
350950205000090,277
350950205000091,316
350950205000092,314
350950205000093,281
350950205000094,289
350950205000095,305
350950205000096,249
350950205000097,468
350950205000098,479
350950205000099,326
350950205000100,531
350950205000101,489
350950205000102,499
350950205000103,404
350950205000104,338
350950205000105,250
350950205000106,307
350950205000107,342
350950205000108,491
350950205000109,664
350950205000110,598
350950205000111,643
350950205000112,506
350950205000113,551
350950205000114,624
350950205000115,733
350950205000116,1033
350950205000117,696
350950205000118,594
350950205000119,576
350950205000120,558
350950205000121,632
350950205000122,584
350950205000123,346
350950205000124,443
350950205000125,501
350950205000126,614
350950205000127,470
350950205000128,658
350950205000129,382
350950205000130,554
350950205000131,765
350950205000132,464
350950205000133,697
350950205000134,215
350950205000135,526
350950205000136,154
350950205000137,332
350950205000138,492
350950205000139,456
350950205000140,782
350950205000141,598
350950205000142,482
350950205000143,409
350950205000144,426
350950205000145,401
350950205000146,335
350950205000147,385
350950205000148,711
350950205000149,406
350950205000150,583
350950205000151,384
350950205000152,550
350950205000153,546
350950205000154,600
350950205000155,393
350950205000156,509
350950205000157,551
350950205000158,713
350950205000159,750
350950205000160,435
350950205000161,531
350950205000162,464
350950205000163,807
350950205000164,571
350950205000165,659
350950205000166,351
350950205000167,527
350950205000168,497
350950205000169,516
350950205000170,686
350950205000171,728
350950205000172,596
350950205000173,432
350950205000174,504
350950205000175,560
350950205000176,651
350950205000177,624
350950205000178,464
350950205000179,395
350950205000180,441
350950205000181,418
350950205000182,709
350950205000183,625
350950205000184,406
350950205000185,620
350950205000186,480
350950205000187,356
350950205000188,761
350950205000189,534
350950205000190,358
350950205000191,724
350950205000192,512
350950205000193,495
350950205000194,471
350950205000195,341
350950205000196,520
350950205000197,506
350950205000198,490
350950205000199,641
350950205000200,827
350950205000201,713
350950205000202,634
350950205000203,704
350950205000204,347
350950205000205,439
350950205000206,404
350950205000207,585
350950205000208,535
350950205000209,467
350950205000210,599
350950205000211,315
350950205000212,692
350950205000213,575
350950205000214,503
350950205000215,604
350950205000216,499
350950205000217,708
350950205000218,795
350950205000219,756
350950205000220,676
350950205000221,775
350950205000222,896
350950205000223,723
350950205000224,457
350950205000225,460
350950205000226,480
350950205000227,830
350950205000228,448
350950205000229,766
350950205000230,576
350950205000231,406
350950205000232,532
350950205000233,394
350950205000234,561
350950205000235,436
350950205000236,412
350950205000237,373
350950205000238,321
350950205000239,387
350950205000240,616
350950205000241,446
350950205000242,335
350950205000243,350
350950205000244,551
350950205000245,613
350950205000246,460
350950205000247,543
350950205000248,712
350950205000249,589
350950205000250,569
350950205000251,627
350950205000252,383
350950205000253,337
350950205000254,718
350950205000255,461
350950205000256,574
350950205000257,720
350950205000258,819
350950205000259,656
350950205000260,769
350950205000261,735
350950205000262,675
350950205000263,689
350950205000264,702
350950205000265,315
350950205000266,646
350950205000267,553
350950205000268,438
350950205000269,478
350950205000270,581
350950205000271,514
350950205000272,587
350950205000273,686
350950205000274,255
350950205000275,428
350950205000276,831
350950205000277,535
350950205000278,836
350950205000279,415
350950205000280,403
350950205000281,789
350950205000282,763
350950205000283,80
350950205000284,525
350950205000285,655
350950205000286,538
350950205000287,879
350950205000288,774
350950205000289,635
350950205000290,227
350950205000291,504
350950205000292,634
350950205000293,381
350950205000294,276
350950205000295,416
350950205000296,549
350950205000297,802
350950205000298,409
350950205000299,518
350950205000300,592
350950205000301,539
350950205000302,286
350950205000303,317
350950205000304,605
350950205000305,430
350950205000306,365
350950205000307,394
350950205000308,358
350950205000309,435
350950205000310,718
350950205000311,856
350950205000312,828
350950205000313,826
350950205000314,824
350950205000315,900
350950205000316,736
350950205000317,652
350950205000318,519
350950205000319,449
350950205000320,443
350950205000321,512
350950205000322,660
350950205000323,751
350950205000324,398
350950205000325,492
350950205000326,478
350950205000327,719
350950205000328,860
350950205000329,456
350950205000330,610
350950205000331,540
350950205000332,597
350950205000333,687
350950205000334,717
350950205000335,522
350950205000337,392
350950205000338,380
350950205000339,295
350950205000340,527
350950205000341,610
350950205000342,1250
350950205000343,413
350950205000344,334
350950205000345,515
350950205000346,765
350950205000347,360
350950205000348,432
350950205000349,593
350950205000350,441
350950205000351,723
350950205000352,404
350950205000353,776
350950205000354,564
350950205000355,237
350950205000356,664
350950205000357,806
350950205000358,551
350950205000359,444
350950205000360,449
350950205000361,566
350950205000362,328
350950205000363,641
350950205000364,350
350950205000365,316
350950205000366,608
350950205000367,539
350950205000368,401
350950205000369,632
350950205000370,412
350950205000371,480
350950205000372,454
350950205000373,389
350950205000374,411
350950205000375,1460
350950205000376,597
350950205000377,783
350950205000378,516
350950205000379,534
350950205000380,596
350950205000381,538
350950205000382,522
350950205000383,453
350950205000384,545
350950205000385,494
350950205000386,561
350950205000387,572
350950205000388,458
350950205000389,340
350950205000390,391
350950205000391,1015
350950205000392,342
350950205000393,558
350950205000394,763
350950205000395,586
350950205000396,455
350950205000397,335
350950205000398,544
350950205000399,456
350950205000400,804
350950205000401,258
350950205000402,465
350950205000403,743
350950205000404,640
350950205000405,807
350950205000406,894
350950205000407,352
350950205000408,553
350950205000409,788
350950205000410,853
350950205000411,931
350950205000412,379
350950205000413,676
350950205000414,720
350950205000415,518
350950205000416,330
350950205000417,394
350950205000418,465
350950205000419,473
350950205000420,766
350950205000421,693
350950205000422,521
350950205000423,581
350950205000424,470
350950205000425,474
350950205000426,616
350950205000427,546
350950205000428,439
350950205000429,604
350950205000430,476
350950205000431,773
350950205000432,396
350950205000433,439
350950205000434,799
350950205000435,445
350950205000436,499
350950205000437,653
350950205000438,803
350950205000439,881
350950205000440,913
350950205000441,688
350950205000442,576
350950205000443,894
350950205000444,814
350950205000445,979
350950205000446,902
350950205000447,421
350950205000448,766
350950205000449,481
350950205000450,321
350950205000451,366
350950205000452,629
350950205000453,668
350950205000454,426
350950205000455,468
350950205000456,453
350950205000457,485
350950205000458,604
350950205000459,885
350950205000460,488
350950205000461,509
350950205000462,627
350950205000463,181
350950205000464,745
350950205000465,730
350950205000466,709
350950205000467,491
350950205000468,681
350950205000469,755
350950205000470,630
350950205000471,560
350950205000472,987
350950205000473,739
350950205000474,629
350950205000475,71
350950205000476,713
350950205000477,508
350950205000478,493
350950205000479,468
350950205000480,455
350950205000481,671
350950205000482,731
350950205000483,538
350950205000484,497
350950205000485,463
350950205000486,598
350950205000487,546
350950205000488,633
350950205000489,887
350950205000490,635
350950205000491,218
350950205000492,771
350950205000493,438
350950205000494,432
350950205000495,478
350950205000496,422
350950205000497,496
350950205000498,789
350950205000499,865
350950205000500,617
350950205000501,520
350950205000502,537
350950205000503,714
350950205000504,783
350950205000505,582
350950205000506,421
350950205000507,392
350950205000508,530
350950205000509,559
350950205000510,463
350950205000511,430
350950205000512,623
350950205000513,775
350950205000514,628
350950205000515,521
350950205000516,602
350950205000517,412
350950205000518,722
350950205000519,775
350950205000520,562
350950205000521,499
350950205000522,645
350950205000523,745
350950205000524,514
350950205000525,562
350950205000526,430
350950205000527,482
350950205000528,537
350950205000529,497
350950205000530,390
350950205000531,495
350950205000532,672
350950205000533,798
350950205000534,652
350950205000535,1324
350950205000536,219
350950205000537,398
350950205000538,714
350950205000539,971
350950205000540,543
350950205000541,584
350950205000542,720
350950205000543,541
350950205000544,478
350950205000545,946
350950205000546,356
350950205000547,501
350950205000548,513
350950205000549,439
350950205000550,471
350950205000551,648
350950205000552,648
350950205000553,666
350950205000554,394
350950205000555,627
350950205000556,550
350950205000557,562
350950205000558,548
350950205000559,53
350950205000560,672
350950205000561,739
350950205000562,466
350950205000563,45
350950205000564,433
350950205000565,490
350950205000566,511
350950205000567,500
350950205000568,445
350950205000569,913
350950205000570,1003
350950205000571,699
350950205000572,530
350950205000573,834
350950205000574,720
350950205000575,344
350950205000576,651
350950205000577,678
350950205000578,567
350950205000579,377
350950205000580,508
350950205000581,510
350950205000582,490
350950205000583,480
350950205000584,715
350950205000585,679
350950205000586,647
350950205000587,815
350950205000588,405
350950205000589,498
350950205000590,436
350950205000591,509
350950205000592,453
350950205000593,806
350950205000594,569
350950205000595,707
350950205000596,327
350950205000597,1034
350950205000598,675
350950205000599,404
350950205000600,730
350950205000601,725
350950205000602,503
350950205000603,255
350950205000604,772
350950205000605,661
350950205000606,361
350950205000607,510
350950205000608,333
350950205000609,733
350950205000610,637
350950205000611,217
350950205000612,400
350950205000613,552
350950205000614,447
350950205000615,366
350950205000616,631
350950205000617,756
350950205000618,507
350950205000619,690
350950205000620,177
350950205000621,309
350950205000622,647
350950205000623,289
350950205000624,799
350950205000625,768
350950205000626,788
350950205000627,853
350950205000628,840
350950205000629,814
350950205000630,365
350950205000631,637
350950205000632,587
350950205000633,457
350950205000634,646
350950205000635,471
350950205000636,490
350950205000637,1062
350950205000638,1121
350950205000639,473
350950205000640,651
350950205000641,1679
350950205000642,1027
350950205000643,770
350950205000644,856
350950205000645,774
350950205000646,401
350950205000647,710
350950205000648,264
350950205000649,422
350950205000650,432
350950205000651,687
350950205000652,880
350950205000653,625
350950205000654,427
350950205000655,306
350950205000656,530
350950205000657,196
350950205000658,453
350950205000659,660
350950205000660,346
350950205000661,455
350950205000662,492
350950205000663,550
350950205000664,732
350950205000665,829
350950205000666,574
350950205000667,827
350950205000668,702
350950205000669,559
350950205000670,378
350950205000671,416
350950205000672,1049
350950205000673,866
350950205000674,1123
350950205000675,617
350950205000676,409
350950205000677,765
350950205000678,556
350950205000679,575
350950205000680,460
350950205000681,570
350950205000682,555
350950205000683,544
350950205000684,666
350950205000685,424
350950205000686,508
350950205000687,753
350950205000688,802
350950205000689,474
350950205000690,488
350950205000691,652
350950205000692,440
350950205000693,473
350950205000694,456
350950205000695,310
350950205000696,498
350950205000697,861
350950205000698,461
350950205000699,467
350950205000700,802
350950205000701,472
350950205000702,434
350950205000703,881
350950205000704,600
350950205000705,453
350950205000706,503
350950205000707,746
350950205000708,642
350950205000709,321
350950205000710,537
350950205000711,499
350950205000712,490
350950205000713,345
350950205000714,855
350950205000715,538
350950205000716,504
350950205000717,534
350950205000718,851
350950205000719,505
350950205000720,529
350950205000721,659
350950205000722,6
350950205000723,855
350950205000724,792
350950205000725,719
350950205000726,373
350950205000727,616
350950205000728,566
350950205000729,899
350950205000730,205
350950205000731,723
350950205000732,490
350950205000733,576
350950205000734,736
350950205000735,585
350950205000736,750
350950205000737,578
350950205000738,718
350950205000739,837
350950205000740,480
350950205000741,614
350950205000742,567
350950205000743,681
350950205000744,917
350950205000745,736
350950205000746,1233
350950205000747,1045
350950205000748,531
350950205000749,1078
350950205000750,425
350950205000751,134
350950205000752,1064
350950205000753,476
350950205000754,348
350950205000755,454
350950205000756,55
350950205000757,426
350950205000758,1020
350950205000759,1107
350950205000760,810
350950205000761,779
350950205000762,812
350950205000763,859
350950205000764,803
350950205000765,581
350950205000766,1002
350950205000767,287
350950205000768,441
350950205000769,438
350950205000770,695
350950205000771,593
350950205000772,929
350950205000773,598
350950205000774,391
350950205000775,421
350950205000776,651
350950205000777,493
350950205000778,605
350950205000779,605
350950205000780,537
350950205000781,752
350950205000782,396
350950205000783,991
350950205000784,947
350950205000785,474
350950205000786,670
350950205000787,496
350950205000788,653
350950205000789,390
350950205000790,688
350950205000791,455
350950205000792,469
350950205000793,538
350950205000794,649
350950205000795,641
350950205000796,444
350950205000797,644
350950205000798,396
350950205000799,456
350950205000800,795
350950205000801,724
350950205000802,617
350950205000803,70
350950205000804,534
350950205000805,493
350950205000806,523
350950205000807,612
350950205000808,887
350950205000809,657
350950205000810,500
350950205000811,778
350950205000812,836
350950205000813,591
350950205000814,50
350950205000815,476
350950205000816,508
350950205000817,760
350950205000818,373
350950205000819,455
350950205000820,808
350950205000821,872
350950205000822,545
350950205000823,504
350950205000824,651
350950205000825,546
350950205000826,1259
350950205000827,758
350950205000828,682
350950205000829,903
350950205000830,774
350950205000831,587
350950205000832,434
350950205000833,388
350950205000834,482
350950205000835,493
350950205000836,403
350950205000837,640
350950205000838,742
350950205000839,466
350950205000840,489
350950205000841,863
350950205000842,638
350950205000843,474
350950205000844,701
350950205000845,1046
350950205000846,681
350950205000847,588
350950205000848,639
350950205000849,308
350950205000850,381
350950205000851,257
350950205000852,202
350950205000853,600
350950205000854,253
350950205000855,1151
350950205000856,598
350950205000857,630
350950205000858,166
350950205000859,609
350950205000860,754
350950205000861,540
350950205000862,709
350950205000863,690
350950205000864,1377
350950205000865,1060
350950205000866,355
350950205000867,717
350950205000868,634
350950205000869,423
350950205000870,567
350950205000871,723
350950205000872,614
350950205000873,1320
350950205000874,679
350950205000875,19
350950205000876,888
350950205000877,228
350950205000878,486
350950205000879,472
350950205000880,359
350950205000881,829
350950205000882,721
350950205000883,780
350950205000884,644
350950205000885,191
350950205000886,892
350950205000887,899
350950205000888,419
350950205000889,409
350950205000890,395
350950205000891,489
350950205000892,705
350950205000893,583
350950205000894,603
350950205000895,702
350950205000896,705
350950205000897,667
350950205000898,913
350950205000899,681
350950205000900,465
350950205000901,670
350950205000902,608
350950205000903,679
350950205000904,636
350950205000905,596
350950205000906,521
350950205000907,1206
350950205000908,946
350950205000909,861
350950205000910,1275
350950205000912,137
350950205000913,304
350950205000914,419
350950205000915,262
350950205000916,644
350950205000917,656
350950205000918,778
350950205000919,644
350950205000920,618
350950205000921,571
350950205000922,630
350950205000923,577
350950205000924,594
350950205000925,472
350950205000926,198
350950205000927,301
350950205000928,1342
350950205000929,312
350950205000930,821
350950205000931,567
350950205000932,458
350950205000933,1121
350950205000934,605
350950205000935,902
350950205000936,589
350950205000937,514
350950205000938,83
350950205000939,330
350950205000940,662
350950205000941,676
350950205000942,1112
350950205000943,310
350950205000944,193
350950205000945,194
350950205000946,438
350950205000947,419
350950205000948,555
350950205000950,861
350950205000951,510
350950205000952,1107
350950205000953,824
350950205000954,644
350950205000955,661
350950205000956,558
350950205000957,369
350950205000958,369
350950205000959,470
350950205000960,490
350950205000961,843
350950205000962,538
350950205000963,483
350950205000964,815
350950205000965,247
350950205000966,468
350950205000967,295
350950205000968,487
350950205000969,333
350950205000970,243
350950205000971,327
350950205000972,924
350950205000973,875
350950205000974,360
350950205000975,577
350950205000976,588
350950205000977,438
350950205000978,928
350950205000979,438
350950205000980,556
350950205000981,785
350950205000982,621
350950205000983,342
350950205000984,797
350950205000985,643
350950205000986,508
350950205000987,518
350950205000988,454
350950205000989,514
350950205000990,716
350950205000991,592
350950205000992,1413
350950205000993,365
350950205000994,332
350950205000995,91
350950205000996,686
350950205000997,536
350950205000998,568
350950205000999,629
350950205001000,571
350950205001001,508
350950205001002,1301
350950205001003,428
350950205001004,783
350950205001005,513
350950205001006,869
350950205001007,613
350950205001008,954
350950205001009,873
350950205001010,598
350950205001011,667
350950205001012,934
350950205001013,420
350950205001014,411
350950205001015,1278
350950205001016,552
350950205001017,660
350950205001018,494
350950205001019,676
350950205001020,643
350950205001021,384
350950205001022,647
350950205001023,644
350950205001024,845
350950205001025,339
350950205001026,352
350950205001027,846
350950205001028,923
350950205001029,641
350950205001030,515
350950205001031,951
350950205001032,783
350950205001033,544
350950205001034,653
350950205001035,516
350950205001036,547
350950205001037,969
350950205001038,743
350950205001039,621
350950205001040,902
350950205001041,705
350950205001042,654
350950205001043,225
350950205001044,383
350950205001045,928
350950205001046,360
350950205001047,370
350950205001048,434
350950205001049,783
350950205001050,510
350950205001051,627
350950205001052,556
350950205001053,919
350950205001054,427
350950205001055,607
350950205001056,532
350950205001057,680
350950205001058,905
350950205001059,1161
350950205001060,748
350950205001061,666
350950205001062,1198
350950205001063,1113
350950205001064,1032
350950205001065,543
350950205001066,670
350950205001067,848
350950205001068,656
350950205001069,13
350950205001070,1034
350950205001071,642
350950205001072,461
350950205001073,331
350950205001074,799
350950205001075,248
350950205001076,901
350950205001077,620
350950205001078,631
350950205001079,661
350950205001080,652
350950205001081,722
350950205001082,570
350950205001083,965
350950205001084,909
350950205001085,900
350950205001086,896
350950205001087,820
350950205001088,714
350950205001089,809
350950205001090,868
350950205001091,1305
350950205001092,823
350950205001093,733
350950205001094,426
350950205001095,1033
350950205001096,1161
350950205001097,503
350950205001098,573
350950205001099,952
350950205001100,1029
350950205001101,2748
350950205001102,834
350950205001103,618
350950205001104,534
350950205001105,288
350950205001106,440
350950205001107,489
350950205001108,177
350950205001109,899
350950205001110,720
350950205001111,781
350950205001112,472
350950205001113,541
350950205001114,480
350950205001115,323
350950205001116,109
350950205001117,246
350950205001118,17
350950205001119,790
350950205001120,1167
350950205001121,1229
350950205001122,246
350950205001123,753
350950205001124,148
350950205001125,1222
350950205001126,550
350950205001127,1167
350950205001128,778
350950205001129,803
350950205001130,462
350950205001131,630
350950205001132,465
350950205001133,831
350950205001134,967
350950205001135,656
350950205001136,636
350950205001137,375
350950205001138,906
350950205001139,882
350950205001140,1158
350950205001141,667
350950205001142,1251
350950205001143,1191
350950205001144,914
350950205001145,372
350950205001146,1349
350950205001147,441
350950205001148,2156
350950205001149,667
350950205001150,474
350950205001151,473
350950205001152,622
350950205001153,525
350950205001154,723
350950205001155,792
350950205001156,765
350950205001157,483
350950205001158,659
350950205001159,804
350950205001160,831
350950205001161,941
350950205001162,893
350950205001163,948
350950205001164,652
350950205001165,453
350950205001166,590
350950205001167,875
350950205001168,178
350950205001169,831
350950205001170,1043
350950205001171,666
350950205001172,913
350950205001173,961
350950205001174,1188
350950205001175,1148
350950205001176,1078
350950205001177,811
350950205001178,934
350950205001179,806
350950205001180,799
350950205001181,485
350950205001182,356
350950205001183,559
350950205001184,557
350950205001185,515
350950205001186,942
350950205001187,768
350950205001188,863
350950205001189,572
350950205001190,745
350950205001191,679
350950205001192,408
350950205001193,190
350950205001194,640
350950205001195,609
350950205001196,691
350950205001197,543
350950205001198,769
350950205001199,771
350950205001200,261
350950205001201,336
350950205001202,366
350950205001203,559
350950205001204,395
350950205001205,408
350950205001206,1081
350950205001207,1168
350950205001208,879
350950205001209,1217
350950205001210,700
350950205001211,1218
350950205001212,711
350950205001213,691
350950205001214,985
350950205001215,961
350950205001216,772
350950205001217,843
350950205001218,587
350950205001219,498
350950205001220,464
350950205001221,758
350950205001222,662
350950205001223,490
350950205001224,947
350950205001225,924
350950205001226,904
350950205001227,970
350950205001228,1083
350950205001229,607
350950205001230,527
350950205001231,286
350950205001232,890
350950205001233,955
350950205001234,773
350950205001235,8
350950205001236,47
350950205001237,9
350950205001238,631
350950205001239,9
350950205001240,13
350950205001241,658
350950205001242,418
350950205001243,783
350950205001244,82
350950205001245,191
350950205001246,287
350950205001247,166
